"No.","Time","Source","Destination","Protocol","Length","Info"
"7230","537.872944","10.8.0.1","a23-63-73-155.deploy.static.akamaitechnologies.com","TCP","54","37960  >  443 [ACK] Seq=812 Ack=88608 Win=65535 Len=0"
"7231","537.882645","a23-63-73-155.deploy.static.akamaitechnologies.com","10.8.0.1","TLSv1.3","15212","Application Data [TCP segment of a reassembled PDU]"
"7232","537.882671","10.8.0.1","a23-63-73-155.deploy.static.akamaitechnologies.com","TCP","54","37960  >  443 [ACK] Seq=812 Ack=103766 Win=65535 Len=0"
"7233","537.884926","a23-63-73-155.deploy.static.akamaitechnologies.com","10.8.0.1","TCP","6944","443  >  37960 [PSH, ACK] Seq=103766 Ack=812 Win=65535 Len=6890 [TCP segment of a reassembled PDU]"
"7234","537.884935","10.8.0.1","a23-63-73-155.deploy.static.akamaitechnologies.com","TCP","54","37960  >  443 [ACK] Seq=812 Ack=110656 Win=65535 Len=0"
"7235","537.911901","a23-63-73-155.deploy.static.akamaitechnologies.com","10.8.0.1","TLSv1.3","1432","Application Data [TCP segment of a reassembled PDU]"
"7236","537.912199","10.8.0.1","a23-63-73-155.deploy.static.akamaitechnologies.com","TCP","54","37960  >  443 [ACK] Seq=812 Ack=112034 Win=65535 Len=0"
"7237","537.913126","a23-63-73-155.deploy.static.akamaitechnologies.com","10.8.0.1","TLSv1.3","15212","Application Data [TCP segment of a reassembled PDU]"
"7238","537.913141","10.8.0.1","a23-63-73-155.deploy.static.akamaitechnologies.com","TCP","54","37960  >  443 [ACK] Seq=812 Ack=127192 Win=65535 Len=0"
"7239","537.913161","a23-63-73-155.deploy.static.akamaitechnologies.com","10.8.0.1","TCP","5566","443  >  37960 [PSH, ACK] Seq=127192 Ack=812 Win=65535 Len=5512 [TCP segment of a reassembled PDU]"
"7240","537.913172","10.8.0.1","a23-63-73-155.deploy.static.akamaitechnologies.com","TCP","54","37960  >  443 [ACK] Seq=812 Ack=132704 Win=65535 Len=0"
"7241","537.913190","a23-63-73-155.deploy.static.akamaitechnologies.com","10.8.0.1","TLSv1.3","5566","Application Data [TCP segment of a reassembled PDU]"
"7242","537.913198","10.8.0.1","a23-63-73-155.deploy.static.akamaitechnologies.com","TCP","54","37960  >  443 [ACK] Seq=812 Ack=138216 Win=65535 Len=0"
"7243","538.015061","a23-63-73-155.deploy.static.akamaitechnologies.com","10.8.0.1","TCP","5566","443  >  37960 [PSH, ACK] Seq=138216 Ack=812 Win=65535 Len=5512 [TCP segment of a reassembled PDU]"
"7244","538.015155","a23-63-73-155.deploy.static.akamaitechnologies.com","10.8.0.1","TLSv1.3","22102","Application Data, Application Data"
"7245","538.015184","10.8.0.1","a23-63-73-155.deploy.static.akamaitechnologies.com","TCP","54","37960  >  443 [ACK] Seq=812 Ack=143728 Win=65535 Len=0"
"7246","538.015206","a23-63-73-155.deploy.static.akamaitechnologies.com","10.8.0.1","TCP","5566","443  >  37960 [PSH, ACK] Seq=143728 Ack=812 Win=65535 Len=5512 [TCP segment of a reassembled PDU]"
"7247","538.015214","10.8.0.1","a23-63-73-155.deploy.static.akamaitechnologies.com","TCP","54","37956  >  443 [ACK] Seq=813 Ack=170998 Win=65535 Len=0"
"7248","538.015258","a23-63-73-155.deploy.static.akamaitechnologies.com","10.8.0.1","TLSv1.3","27614","Application Data, Application Data"
"7249","538.015287","10.8.0.1","a23-63-73-155.deploy.static.akamaitechnologies.com","TCP","54","37960  >  443 [ACK] Seq=812 Ack=149240 Win=65535 Len=0"
"7250","538.015291","10.8.0.1","a23-63-73-155.deploy.static.akamaitechnologies.com","TCP","54","37956  >  443 [ACK] Seq=813 Ack=198558 Win=65535 Len=0"
"7251","538.015347","a23-63-73-155.deploy.static.akamaitechnologies.com","10.8.0.1","TLSv1.3","27614","Application Data, Application Data"
"7252","538.015376","10.8.0.1","a23-63-73-155.deploy.static.akamaitechnologies.com","TCP","54","37956  >  443 [ACK] Seq=813 Ack=226118 Win=65535 Len=0"
"7253","538.015431","a23-63-73-155.deploy.static.akamaitechnologies.com","10.8.0.1","TLSv1.3","33126","Application Data, Application Data, Application Data"
"7254","538.015465","10.8.0.1","a23-63-73-155.deploy.static.akamaitechnologies.com","TCP","54","37956  >  443 [ACK] Seq=813 Ack=259190 Win=65535 Len=0"
"7255","538.015493","a23-63-73-155.deploy.static.akamaitechnologies.com","10.8.0.1","TLSv1.3","11078","Application Data [TCP segment of a reassembled PDU]"
"7256","538.015507","10.8.0.1","a23-63-73-155.deploy.static.akamaitechnologies.com","TCP","54","37956  >  443 [ACK] Seq=813 Ack=270214 Win=65535 Len=0"
"7257","538.017448","a23-63-73-155.deploy.static.akamaitechnologies.com","10.8.0.1","TCP","11078","443  >  37956 [PSH, ACK] Seq=270214 Ack=813 Win=65535 Len=11024 [TCP segment of a reassembled PDU]"
"7258","538.017496","a23-63-73-155.deploy.static.akamaitechnologies.com","10.8.0.1","TLSv1.3","4188","Application Data [TCP segment of a reassembled PDU]"
"7259","538.017503","10.8.0.1","a23-63-73-155.deploy.static.akamaitechnologies.com","TCP","54","37956  >  443 [ACK] Seq=813 Ack=281238 Win=65535 Len=0"
"7260","538.017527","a23-63-73-155.deploy.static.akamaitechnologies.com","10.8.0.1","TLSv1.3","11078","Application Data [TCP segment of a reassembled PDU]"
"7261","538.017539","10.8.0.1","a23-63-73-155.deploy.static.akamaitechnologies.com","TCP","54","37960  >  443 [ACK] Seq=812 Ack=153374 Win=65535 Len=0"
"7262","538.017544","10.8.0.1","a23-63-73-155.deploy.static.akamaitechnologies.com","TCP","54","37956  >  443 [ACK] Seq=813 Ack=292262 Win=65535 Len=0"
"7263","538.017562","a23-63-73-155.deploy.static.akamaitechnologies.com","10.8.0.1","TCP","5566","443  >  37956 [PSH, ACK] Seq=292262 Ack=813 Win=65535 Len=5512 [TCP segment of a reassembled PDU]"
"7264","538.017572","10.8.0.1","a23-63-73-155.deploy.static.akamaitechnologies.com","TCP","54","37956  >  443 [ACK] Seq=813 Ack=297774 Win=65535 Len=0"
"7265","538.017591","a23-63-73-155.deploy.static.akamaitechnologies.com","10.8.0.1","TLSv1.3","5566","Application Data [TCP segment of a reassembled PDU]"
"7266","538.017598","10.8.0.1","a23-63-73-155.deploy.static.akamaitechnologies.com","TCP","54","37956  >  443 [ACK] Seq=813 Ack=303286 Win=65535 Len=0"
"7267","538.020603","a23-63-73-155.deploy.static.akamaitechnologies.com","10.8.0.1","TCP","4188","443  >  37960 [PSH, ACK] Seq=153374 Ack=812 Win=65535 Len=4134 [TCP segment of a reassembled PDU]"
"7268","538.020612","10.8.0.1","a23-63-73-155.deploy.static.akamaitechnologies.com","TCP","54","37960  >  443 [ACK] Seq=812 Ack=157508 Win=65535 Len=0"
"7269","538.020642","a23-63-73-155.deploy.static.akamaitechnologies.com","10.8.0.1","TLSv1.3","5566","Application Data [TCP segment of a reassembled PDU]"
"7270","538.020650","10.8.0.1","a23-63-73-155.deploy.static.akamaitechnologies.com","TCP","54","37960  >  443 [ACK] Seq=812 Ack=163020 Win=65535 Len=0"
"7271","538.020675","a23-63-73-155.deploy.static.akamaitechnologies.com","10.8.0.1","TCP","2810","443  >  37960 [PSH, ACK] Seq=163020 Ack=812 Win=65535 Len=2756 [TCP segment of a reassembled PDU]"
"7272","538.020683","10.8.0.1","a23-63-73-155.deploy.static.akamaitechnologies.com","TCP","54","37960  >  443 [ACK] Seq=812 Ack=165776 Win=65535 Len=0"
"7273","538.023064","a23-63-73-155.deploy.static.akamaitechnologies.com","10.8.0.1","TCP","2810","443  >  37960 [PSH, ACK] Seq=165776 Ack=812 Win=65535 Len=2756 [TCP segment of a reassembled PDU]"
"7274","538.023071","10.8.0.1","a23-63-73-155.deploy.static.akamaitechnologies.com","TCP","54","37960  >  443 [ACK] Seq=812 Ack=168532 Win=65535 Len=0"
