"No.","Time","Source","Destination","Protocol","Length","Info"
"4043","123.264744","gateway.fe.apple-dns.net","qrttxzy.local","TCP","46","https(443)  >  53019 [ACK] Seq=13006 Ack=24678 Win=64128 Len=0"
"4044","123.264761","gateway.fe.apple-dns.net","qrttxzy.local","TLSv1.3","75","Application Data"
"4045","123.264777","gateway.fe.apple-dns.net","qrttxzy.local","TLSv1.3","75","Application Data"
"4046","123.264793","gateway.fe.apple-dns.net","qrttxzy.local","TCP","46","https(443)  >  53019 [ACK] Seq=13076 Ack=26788 Win=64128 Len=0"
"4047","123.264811","gateway.fe.apple-dns.net","qrttxzy.local","TLSv1.3","145","Application Data, Application Data, Application Data"
"4048","123.264827","gateway.fe.apple-dns.net","qrttxzy.local","TLSv1.3","75","Application Data"
"4049","123.264847","gateway.fe.apple-dns.net","qrttxzy.local","TLSv1.3","75","Application Data"
"4050","123.264863","gateway.fe.apple-dns.net","qrttxzy.local","TLSv1.3","75","Application Data"
"4051","123.264881","gateway.fe.apple-dns.net","qrttxzy.local","TLSv1.3","75","Application Data"
"4052","123.264897","qrttxzy.local","gateway.fe.apple-dns.net","TCP","40","53019  >  https(443) [ACK] Seq=50052 Ack=13076 Win=262016 Len=0"
"4053","123.264917","qrttxzy.local","gateway.fe.apple-dns.net","TCP","40","53019  >  https(443) [ACK] Seq=50052 Ack=13321 Win=262144 Len=0"
"4054","123.264934","gateway.fe.apple-dns.net","qrttxzy.local","TLSv1.3","110","Application Data, Application Data"
"4055","123.264951","qrttxzy.local","gateway.fe.apple-dns.net","TCP","40","53019  >  https(443) [ACK] Seq=50052 Ack=13391 Win=262016 Len=0"
"4056","123.264967","gateway.fe.apple-dns.net","qrttxzy.local","TLSv1.3","75","Application Data"
"4057","123.264983","qrttxzy.local","gateway.fe.apple-dns.net","TCP","40","53019  >  https(443) [ACK] Seq=50052 Ack=13426 Win=262080 Len=0"
"4058","123.265003","gateway.fe.apple-dns.net","qrttxzy.local","TLSv1.3","110","Application Data, Application Data"
"4059","123.265019","qrttxzy.local","gateway.fe.apple-dns.net","TCP","40","53019  >  https(443) [ACK] Seq=50052 Ack=13496 Win=262016 Len=0"
"4060","123.265036","gateway.fe.apple-dns.net","qrttxzy.local","TLSv1.3","75","Application Data"
